3013,FILENAME,13,1
3014,testcase_no,13,1
3015,open_read_file,13,1
3016,seconds,13,3
3017,z1,13,3
3018,inmag,13,1
3019,RT,13,1
3020,best_engine,13,3
3021,lst_time,13,1
3022,today,13,3
3023,tripsFromA_sortedByStart,13,1
3024,tripsFromB_sortedByStart,13,1
3025,engineNo,13,3
3026,trash,13,2
3027,xpos,13,2
3028,previous,13,3
3029,groupby,13,5
3030,getLogger,13,3
3031,sx,13,3
3032,sy,13,3
3033,reqs2,13,1
3034,blocks,13,3
3035,rin,13,1
3036,hd,13,2
3037,smin,13,2
3038,vert,13,2
3039,permutation,13,4
3040,__iter__,13,6
3041,exist,13,2
3042,tipo,13,1
3043,min_depth,13,1
3044,AT,13,2
3045,tempo,13,2
3046,trainA,13,2
3047,trainB,13,2
3048,trains_required,13,2
3049,op2,13,2
3050,tcount,13,3
3051,num_servers,13,2
3052,task,13,2
3053,asinx,13,1
3054,smallest,13,2
3055,ship,13,2
3056,deck_l,13,1
3057,Sn,13,1
3058,king,13,2
3059,unusedBowls,13,1
3060,read_data,12,2
3061,walk,12,1
3062,dims,12,1
3063,cw,12,1
3064,y_min,12,2
3065,foo2,12,1
3066,norm,12,2
3067,buf_pos,12,1
3068,yourow,12,1
3069,youcol,12,1
3070,cakerow,12,1
3071,cakecol,12,1
3072,walls,12,1
3073,relevant,12,1
3074,fileobjects,12,1
3075,x13,12,1
3076,colors,12,1
3077,segs,12,1
3078,cli,12,1
3079,pref,12,1
3080,numsBStr,12,1
3081,trial,12,2
3082,zs,12,2
3083,vect1,12,2
3084,point_in_circle,12,1
3085,word_list,12,1
3086,nOfCases,12,1
3087,scalar_prod,12,3
3088,pos_var,12,1
3089,mBs,12,1
3090,Write,12,1
3091,CaseNo,12,1
3092,unhappy,12,1
3093,read_vector,12,2
3094,fI,12,1
3095,Ncases,12,2
3096,sump,12,1
3097,ext,12,1
3098,cf,12,2
3099,search_engine_count,12,3
3100,rz,12,2
3101,test_id,12,1
3102,Contents,12,1
3103,process_args,12,1
3104,numin,12,1
3105,lang1,12,1
3106,lang2,12,1
3107,commands,12,3
3108,qqq,12,1
3109,regexp_cache,12,1
3110,inCases,12,1
3111,getNeeded,12,1
3112,otherTimes,12,1
3113,minlen,12,2
3114,customersUnmalted,12,1
3115,vector_1,12,1
3116,vector_2,12,1
3117,cho,12,1
3118,bestMemo,12,1
3119,numQs,12,1
3120,MIN,12,1
3121,starttimestr,12,1
3122,endtimestr,12,1
3123,pointDist,12,1
3124,height,12,3
3125,d3,12,2
3126,srch,12,1
3127,rdyA,12,2
3128,rdyB,12,2
3129,tstr,12,3
3130,new_sw,12,1
3131,minV,12,1
3132,StationArrivalsA,12,1
3133,StationDeparturesA,12,1
3134,StationArrivalsB,12,1
3135,StationDeparturesB,12,1
3136,departureSplit,12,1
3137,arrivalSplit,12,1
3138,trainsReadyA,12,1
3139,trainsReadyB,12,1
3140,arrivalsClear,12,1
3141,departuresClear,12,1
3142,lst_engine,12,1
3143,max_query,12,1
3144,maxxy,12,1
3145,print_help,12,3
3146,departing,12,2
3147,rho,12,1
3148,a_to_b,12,2
3149,b_to_a,12,2
3150,INFINITY,12,3
3151,aneed,12,2
3152,bneed,12,2
3153,countdic,12,1
3154,maxindex,12,2
3155,evttype,12,1
3156,test_case_count,12,2
3157,used_eng,12,1
3158,arr_to_b,12,1
3159,enginesCount,12,3
3160,enginesLeft,12,1
3161,NA_ready,12,1
3162,NB_ready,12,1
3163,is_train_ready,12,1
3164,positionToRemove,12,1
3165,iterator,12,1
3166,rqs,12,1
3167,solver,12,2
3168,get_input,12,2
3169,rfly,12,1
3170,rstring,12,1
3171,num_arrived,12,1
3172,num_case,12,2
3173,rest_engines,12,1
3174,na_list,12,1
3175,nb_list,12,1
3176,readln,12,1
3177,in_use,12,1
3178,max_number,12,1
3179,end_line,12,1
3180,i1x,12,1
3181,i2y,12,1
3182,yTop,12,1
3183,xLength,12,1
3184,areaAll,12,1
3185,reused,12,1
3186,extremes,12,1
3187,uMax,12,1
3188,strTime,12,3
3189,lineNo,12,2
3190,queriesNo,12,2
3191,other_guys,12,1
3192,cur_switches,12,2
3193,t_depart,12,2
3194,ev2,12,1
3195,All,12,1
3196,path_file_input,12,1
3197,path_file_output,12,1
3198,puerto,12,1
3199,htemp,12,1
3200,trenes,12,1
3201,ARR,12,2
3202,needed_a,12,1
3203,needed_b,12,1
3204,Blist,12,1
3205,Alist,12,1
3206,tr2,12,2
3207,aready,12,1
3208,bready,12,1
3209,s_engine,12,1
3210,arrived_indexes_list,12,2
3211,eng_arr,12,1
3212,nbcase,12,2
3213,a_count,12,3
3214,b_count,12,3
3215,aAns,12,1
3216,bAns,12,1
3217,aGain,12,1
3218,aUse,12,1
3219,bGain,12,1
3220,bUse,12,1
3221,lineno,12,2
3222,cStringIO,12,1
3223,Mask,12,1
3224,cut,12,3
3225,winSize,12,1
3226,stack,12,1
3227,endnode,12,1
3228,parse_trip,12,2
3229,numberOfQueries,12,3
3230,numbersOfTrips,12,2
3231,numsearchengines,12,2
3232,cur_se,12,1
3233,ARRIVE_A,12,2
3234,ARRIVE_B,12,2
3235,number_of_cases,12,3
3236,start_offset,12,1
3237,trips_AB,12,1
3238,trips_BA,12,1
3239,toMins,12,2
3240,tr_present,12,1
3241,T_min,12,1
3242,number_of_digits,12,1
3243,get_word,12,1
3244,change_count,12,1
3245,extra_AB_trains,12,1
3246,extra_BA_trains,12,1
3247,aT,12,1
3248,bT,12,1
3249,upy,12,1
3250,linesum,12,1
3251,safe_gap_width,12,1
3252,trovato,12,1
3253,switchset,12,1
3254,startOffset,12,1
3255,endOffset,12,1
3256,process_file,12,2
3257,depts,12,2
3258,_T,12,1
3259,turnover,12,2
3260,turned,12,2
3261,read_queries,12,3
3262,dst,12,3
3263,tend,12,1
3264,curve_min_x,12,1
3265,trains_arrived,12,1
3266,LEAVE_A,12,2
3267,LEAVE_B,12,2
3268,newserver,12,2
3269,calls,12,2
3270,query_dict,12,1
3271,total_case,12,2
3272,stripline,12,1
3273,engines_tmp,12,1
3274,themin,12,1
3275,ratio,12,3
3276,active,12,1
3277,fromList,12,1
3278,io,12,2
3279,method,12,2
3280,llg,12,1
3281,gr,12,1
3282,trains_to_add,12,1
3283,ylist,12,1
3284,earliest_trips,12,1
3285,get_minimial_switches,12,1
3286,problems,12,1
3287,cengine,12,1
3288,earray,12,1
3289,OutA,12,1
3290,InB,12,1
3291,OutB,12,1
3292,InA,12,1
3293,minutos,12,2
3294,linea_leida,12,1
3295,engs_lists,12,1
3296,caseNR,12,1
3297,N_engines,12,2
3298,time_fields,12,1
3299,a_must,12,1
3300,tleave,12,1
3301,getTrain,12,2
3302,istream,12,1
3303,find_min,12,2
3304,im,12,1
3305,trialsCompleted,12,1
3306,highest,12,2
3307,cas,12,1
3308,times_to_ints,12,2
3309,start_A,12,2
3310,start_B,12,2
3311,timePair,12,1
3312,n_marked,12,1
3313,last_choose,12,1
3314,timeline_a,12,1
3315,timeline_b,12,1
3316,nexts,12,1
3317,module_name,12,1
3318,fout_name,12,1
3319,problem_solution,12,1
3320,check_sample_solution,12,1
3321,filename_out,12,1
3322,filename_val,12,1
3323,out_l,12,1
3324,val_l,12,1
3325,c_point,12,1
3326,read_timetable,12,2
3327,ex,12,2
3328,qrs,12,3
3329,complete,12,3
3330,max_arrival_time_either_way,12,1
3331,servertemp,12,1
3332,child,12,2
3333,tmp0,12,2
3334,ligne,12,1
3335,timea,12,1
3336,fetch_lines,12,1
3337,n_q,12,2
3338,vy,12,2
3339,S_tr2,12,1
3340,search_count,12,3
3341,howmany,12,2
3342,search_set,12,1
3343,ABTrips,12,2
3344,BATrips,12,2
3345,availableAtB,12,1
3346,availableAtA,12,1
3347,ato,12,1
3348,bto,12,1
3349,_connect_point3,12,1
3350,_connect_line3,12,1
3351,_connect_sphere,12,1
3352,_connect_plane,12,1
3353,test_input,12,1
3354,dp_prev,12,1
3355,wfile,12,1
3356,searchEngineSwitches,12,1
3357,aoh,12,1
3358,listS,12,2
3359,listQ,12,2
3360,last_row,12,1
3361,nomes,12,1
3362,contagem,12,1
3363,arc,12,2
3364,i_line,12,1
3365,tcNum,12,1
3366,getTrips,12,2
3367,arrivalIndex,12,1
3368,lnl,12,1
3369,take_a,12,1
3370,queries_count,12,2
3371,squarell,12,1
3372,arr_time_at_b,12,1
3373,arr_time_at_a,12,1
3374,A_arriv,12,1
3375,next_arrival,12,1
3376,area_the_fly_can_go_float,12,1
3377,square_bottom_left_t,12,1
3378,max_figure_after_dot,12,1
3379,sno,12,2
3380,alist,12,2
3381,true,12,1
3382,c_x,12,1
3383,c_y,12,1
3384,trains_starting_here,12,1
3385,trains_starting_there,12,1
3386,getRadius,12,2
3387,qli,12,1
3388,conj_temp,12,1
3389,minval,12,2
3390,gap_width,12,1
3391,arc_b,12,1
3392,get_trains,12,3
3393,station_cycle,12,1
3394,se_copy,12,1
3395,file_contents,12,1
3396,na_lt,12,1
3397,nb_lt,12,1
3398,insert_evt,12,1
3399,engineNames,12,2
3400,searchQueries,12,1
3401,tba,12,2
3402,Aarrives,12,1
3403,Barrives,12,1
3404,nas,12,2
3405,high,12,3
3406,pillar_area,12,1
3407,previous_step,12,1
3408,CurrentDebugLevel,12,1
3409,queryRequestList,12,1
3410,OutputResult,12,1
3411,ProcessDataFile,12,1
3412,lineCount,12,1
3413,has_ab,12,1
3414,has_ba,12,1
3415,arrTime,12,2
3416,noTrainsA,12,1
3417,noTrainsB,12,1
3418,yv,12,1
3419,Fin,12,1
3420,DTs,12,1
3421,ATs,12,1
3422,scores,12,1
3423,keep_engines,12,1
3424,cur_query_idx,12,1
3425,timesSet,12,1
3426,bestEngine,12,1
3427,numTasks,12,1
3428,taskIndex,12,1
3429,dep_list,12,1
3430,arr_list,12,1
3431,LOC_B,12,1
3432,sNames,12,2
3433,numB2A_Trips,12,2
3434,a2bl,12,1
3435,a2ba,12,1
3436,b2al,12,1
3437,b2aa,12,1
3438,max_queue_length,12,1
3439,min_from_hm,12,1
3440,time_from,12,1
3441,time_to,12,1
3442,transform,12,2
3443,maxarv,12,1
3444,year,12,1
3445,month,12,1
3446,day,12,1
3447,tmpline,12,1
3448,DBG,12,1
3449,xread,12,1
3450,rnd,12,1
3451,items2,12,1
3452,arrive_hour,12,1
3453,a_arrive_queue,12,1
3454,b_arrive_queue,12,1
3455,a_sch,12,1
3456,b_sch,12,1
3457,tripstart,12,1
3458,mintime,12,2
3459,tc_so,12,1
3460,sDict,12,1
3461,sqdr,12,1
3462,tround,12,1
3463,selist,12,2
3464,num_a_avail,12,1
3465,num_b_avail,12,1
3466,minTime,12,1
3467,trainListA,12,1
3468,engineNamesLeft,12,1
3469,voy,12,1
3470,ePos,12,1
3471,arrQ,12,1
3472,numofswitches,12,1
3473,arrivala,12,1
3474,arrivalb,12,1
3475,actuals,12,1
3476,a_x,12,1
3477,radio2,12,1
3478,cmp1,12,3
3479,frm,12,2
3480,atbl,12,1
3481,btbl,12,1
3482,arrvtime,12,1
3483,schsep,12,1
3484,areaOfLife,12,1
3485,depcity,12,1
3486,engine_pos,12,1
3487,ArriveAtB,12,1
3488,ArriveAtA,12,1
3489,datasets,12,1
3490,timetables,12,1
3491,leftss,12,1
3492,numProblems,12,1
3493,N_cases,12,1
3494,taboo,12,1
3495,timing,12,1
3496,tmpengines,12,1
3497,NAdepature,12,1
3498,NBdepature,12,1
3499,NAturnaround,12,1
3500,NBturnaround,12,1
3501,ww,12,1
3502,a_route,12,1
3503,rw,12,1
3504,significant_ordinates,12,1
3505,so,12,1
3506,total_full_area_by_slice,12,1
3507,total_unsafe,12,1
3508,prev_x,12,1
3509,x_is_in_vgap,12,1
3510,safe_portion,12,1
3511,seLeft,12,1
3512,currentSE,12,1
3513,gcj1,12,1
3514,intDictSize,12,1
3515,intNumReturn,12,1
3516,bolFlag2,12,1
3517,BArrival,12,1
3518,barr,12,2
3519,AArrival,12,1
3520,readyPlace,12,1
3521,arrivals_to_a,12,1
3522,arrivals_to_b,12,1
3523,traceback,12,2
3524,maxq,12,1
3525,FLY,12,1
3526,fly,12,1
3527,xm1,12,1
3528,lastItem,12,1
3529,newPair,12,1
3530,prelump,12,1
3531,quers,12,1
3532,historyDir,12,1
3533,flines,12,1
3534,outLines,12,1
3535,lfield,12,1
3536,rmre,12,1
3537,skipFirstLine,12,1
3538,fnBody,12,1
3539,tryFileHist,12,1
3540,NApool,12,1
3541,NBpool,12,1
3542,jtimelist,12,1
3543,numTrains,12,1
3544,trains1,12,1
3545,trains2,12,1
3546,tDe,12,1
3547,tAr,12,1
3548,want,12,1
3549,large,12,2
3550,answerline,12,1
3551,me,12,1
3552,ovals,12,1
3553,addkey,12,1
3554,xpermutations,12,5
3555,permutate,12,4
3556,one,12,1
3557,rootgate,12,1
3558,cost2,12,1
3559,min_l,12,2
3560,my_min,12,1
3561,imp,12,1
3562,wantTrue,12,1
3563,isAnd,12,1
3564,minchange,12,2
3565,min_req,12,1
3566,desired,12,2
3567,solveTree,12,1
3568,RES,12,1
3569,resand,12,1
3570,resor,12,1
3571,no_change,12,1
3572,costl,12,1
3573,costr,12,1
3574,Leaf,12,2
3575,GI,12,1
3576,vand,12,1
3577,vor,12,1
3578,np,12,3
3579,pb,12,2
3580,iv,12,1
3581,num_triangles,12,3
3582,perfect,12,2
3583,nj,12,1
3584,kub,12,1
3585,tree_count,12,1
3586,conjuntos,12,1
3587,get_line,12,1
3588,XX,12,1
3589,all_sets,12,1
3590,nuH,12,1
3591,nlH,12,1
3592,nuW,12,1
3593,nlW,12,1
3594,pow2,12,1
3595,currKey,12,1
3596,f_cpy,12,1
3597,maxPerKey,12,3
3598,messages,12,1
3599,FREQ,12,1
3600,keyi,12,1
3601,new_counters,12,1
3602,new_k,12,1
3603,keys_list,12,1
3604,gas,12,1
3605,kcount,12,1
3606,tbl,12,1
3607,letterf,12,1
3608,letter_freqs,12,1
3609,totalCnt,12,1
3610,carray,11,1
3611,MAXSIZE,11,1
3612,enumerations,11,1
3613,loads,11,2
3614,y_max,11,2
3615,CACHE,11,1
3616,GetoptError,11,2
3617,truncate,11,2
3618,acum,11,2
3619,hpush,11,1
3620,is_prime,11,3
3621,alph,11,2
3622,best_result,11,1
3623,stored,11,2
3624,dist1,11,4
3625,dist2,11,3
3626,time_turnaround,11,2
3627,new_time,11,2
3628,areap,11,1
3629,date,11,4
3630,nsets,11,3
3631,curp,11,2
3632,occurrences,11,1
3633,fromkeys,11,4
3634,opp,11,3
3635,disponivel,11,1
3636,atrain,11,3
3637,getcwd,11,2
3638,listdir,11,3
3639,query_num,11,3
3640,ig,11,2
3641,station_avail,11,1
3642,unit,11,3
3643,nr,11,2
3644,eti,11,1
3645,cpt,11,2
3646,current_max,11,1
3647,getnum,11,1
3648,QList,11,1
3649,corte,11,2
3650,bn,11,3
3651,eventos,11,1
3652,INFO,11,2
3653,Ir,11,2
3654,r3,11,3
3655,lost,11,2
3656,ylower,11,1
3657,query_seq,11,1
3658,readLine,11,1
3659,COUNT_QU,11,1
3660,contextlib,11,1
3661,test1,11,2
3662,here,11,1
3663,sqArea,11,2
3664,x_right,11,1
3665,b_x,11,1
3666,weight,11,2
3667,RAD,11,1
3668,rezs,11,1
3669,nodeQueue,11,1
3670,cc1,11,2
3671,cc2,11,2
3672,numm,11,1
3673,cur_changes,11,1
3674,min_change_left,11,1
3675,min_change_right,11,1
3676,X2,11,2
3677,merge_sets,11,5
3678,nLineNo,11,1
3679,residue,11,2
3680,isprime,11,3
3681,numKey,11,1
3682,TestCases,10,1
3683,res1,10,3
3684,x_max,10,2
3685,calc2,10,1
3686,rooks,10,1
3687,l_count,10,1
3688,gh,10,1
3689,orow,10,1
3690,ocol,10,1
3691,greedy,10,2
3692,CodeJamSolver,10,1
3693,problemclasstype,10,1
3694,fact_mod,10,1
3695,fact_ord,10,1
3696,itervalues,10,7
3697,x23,10,1
3698,hp,10,1
3699,vv,10,2
3700,rp,10,2
3701,curIdx,10,1
3702,v1neg,10,1
3703,v2neg,10,1
3704,combined,10,1
3705,working,10,1
3706,solve_single,10,1
3707,vA,10,1
3708,vB,10,1
3709,dps,10,8
3710,getenv,10,1
3711,hc_list,10,1
3712,caseId,10,1
3713,best_choice,10,2
3714,failed,10,1
3715,reset,10,2
3716,unmalt,10,1
3717,vecX,10,1
3718,vecY,10,1
3719,outstr,10,2
3720,minpermu,10,1
3721,vct1,10,1
3722,vct2,10,1
3723,indexA,10,2
3724,must_be_malted,10,1
3725,getInput,10,1
3726,pos_max_B,10,1
3727,write_case,10,1
3728,tpl,10,1
3729,ifi,10,1
3730,out_fp,10,1
3731,case_iterator,10,1
3732,number_list_2,10,1
3733,available_cust,10,1
3734,casemax,10,2
3735,numcust,10,1
3736,currcase,10,1
3737,needmalt,10,1
3738,customersMalted,10,1
3739,sqrts,10,1
3740,scalar2b,10,1
3741,uniq,10,2
3742,remainingEngines,10,1
3743,ymt,10,1
3744,SA,10,1
3745,SB,10,1
3746,nextquery,10,2
3747,lABTrips,10,1
3748,lBATrips,10,1
3749,intersectionsInside,10,1
3750,shortest,10,3
3751,arrivalA,10,2
3752,arrivalB,10,2
3753,maxdist,10,2
3754,eng_performance,10,1
3755,cur_q,10,1
3756,isb,10,1
3757,distinct,10,2
3758,engineSet,10,1
3759,curr_time,10,1
3760,cdict,10,1
3761,time2float,10,1
3762,iterkeys,10,4
3763,__readSection,10,1
3764,NQ,10,2
3765,add_trip,10,2
3766,st_a,10,1
3767,st_b,10,1
3768,BB,10,1
3769,need_trains,10,1
3770,engine_to_index,10,1
3771,lastState,10,1
3772,curState,10,1
3773,numeric_compare,10,2
3774,numseen,10,1
3775,lenab,10,1
3776,gettimes,10,2
3777,num_of_cases,10,2
3778,ab_count,10,2
3779,lower_left,10,1
3780,upper_right,10,1
3781,TimeToMins,10,1
3782,hh_mm,10,2
3783,smalls,10,1
3784,last_cut,10,1
3785,make_better,10,1
3786,engine_hash,10,1
3787,A_needs,10,2
3788,B_needs,10,2
3789,get_timevalue,10,1
3790,tlist,10,2
3791,lsites,10,1
3792,running,10,2
3793,seccoord,10,1
3794,aArrivals,10,1
3795,bArrivals,10,1
3796,xGivenY,10,1
3797,yGivenX,10,1
3798,testSet,10,1
3799,jB,10,1
3800,jA,10,1
3801,__radd__,10,3
3802,findBestEngine,10,3
3803,caseNo,10,3
3804,convert_time_str,10,1
3805,no_of_queries,10,1
3806,search_index,10,1
3807,count2,10,2
3808,finA,10,1
3809,finB,10,1
3810,border,10,1
3811,next_switch,10,2
3812,timearound,10,2
3813,first_station,10,1
3814,num_search,10,2
3815,check_list,10,1
3816,tot_a,10,1
3817,tot_b,10,1
3818,ago,10,1
3819,bgo,10,1
3820,converttonum,10,1
3821,timetomin,10,1
3822,arr2,10,1
3823,tsched,10,1
3824,a_end,10,1
3825,b_end,10,1
3826,t_a_start,10,1
3827,t_b_start,10,1
3828,__turnaround,10,2
3829,__arrival_timeline_a,10,2
3830,__arrival_timeline_b,10,2
3831,minutes2,10,1
3832,turnT,10,2
3833,fake_arr,10,1
3834,searchAcc,10,1
3835,hhmmToM,10,1
3836,st2i,10,1
3837,allstart,10,1
3838,stringR,10,1
3839,hit_area,10,3
3840,station_from,10,1
3841,freeArea,10,2
3842,change_needed,10,1
3843,disp_A,10,1
3844,disp_B,10,1
3845,btrain,10,3
3846,str2time,10,2
3847,nextengine,10,2
3848,adj,10,1
3849,shitty_rectangles,10,1
3850,avaliableList,10,1
3851,spawn_a,10,1
3852,spawn_b,10,1
3853,total_distance,10,1
3854,max_distance,10,1
3855,time_from_str,10,1
3856,num_start_A,10,1
3857,num_start_B,10,1
3858,addMins,10,2
3859,bgPrint,10,1
3860,get_t,10,1
3861,saving_the_universe,10,2
3862,BA_departures,10,2
3863,engiens,10,2
3864,outerRadius,10,1
3865,flyDiameter,10,1
3866,gapsArea,10,1
3867,integrate_disk,10,1
3868,train_ready,10,3
3869,circintegral,10,1
3870,tested,10,1
3871,workingengines,10,1
3872,edge,10,2
3873,rectangle,10,2
3874,newarray,10,1
3875,aasectorarea,10,1
3876,numberOfEngines,10,2
3877,enginesSoFar,10,1
3878,blockscount,10,1
3879,save_the_universe,10,2
3880,heaps,10,1
3881,find_best,10,2
3882,leave_a,10,2
3883,leave_b,10,2
3884,table2,10,2
3885,timetable_A,10,1
3886,timetable_B,10,1
3887,a_min,10,2
3888,b_min,10,2
3889,TIME_FMT,10,1
3890,build_from_file,10,1
3891,solve_from_file,10,1
3892,x_h,10,1
3893,oldBlockerId,10,1
3894,qArrNext,10,1
3895,llegado,10,1
3896,y_mod,10,1
3897,earliest_trip,10,1
3898,next_trip,10,1
3899,numCase,10,1
3900,numSE,10,2
3901,ss2,10,1
3902,calcpoly,10,1
3903,calcarc,10,1
3904,g2r,10,1
3905,fread,10,1
3906,qarray,10,1
3907,Time2Integer,10,1
3908,GetNumberOfTrains,10,1
3909,tripinfo,10,1
3910,NTrainA,10,1
3911,NTrainB,10,1
3912,lista_de_queries,10,1
3913,date_convert,10,1
3914,calcbest,10,1
3915,convert_to_minute,10,1
3916,cur_key,10,1
3917,b_new,10,1
3918,S_range,10,1
3919,time2num,10,1
3920,check_engines,10,1
3921,AB_schedule,10,1
3922,BA_schedule,10,1
3923,AB_trips_num,10,1
3924,BA_trips_num,10,1
3925,idest,10,1
3926,vis,10,1
3927,quer_rest,10,1
3928,mot,10,1
3929,visualize,10,1
3930,roundTrapezoidArea,10,1
3931,draw,10,1
3932,enginesUsed,10,1
3933,q_cnt,10,2
3934,nStart,10,2
3935,qA,10,1
3936,qB,10,1
3937,aq,10,2
3938,turnTime,10,2
3939,nTrans,10,1
3940,l_engine,10,1
3941,flag_engine,10,1
3942,cur_sengine_index,10,1
3943,curtime,10,2
3944,time_2_min,10,1
3945,c_time,10,1
3946,t_case,10,1
3947,ph,10,1
3948,next_hour,10,1
3949,rR,10,1
3950,converttime,10,1
3951,newS,10,2
3952,min_A_trains,10,1
3953,min_B_trains,10,1
3954,a_arrival_index,10,1
3955,b_arrival_index,10,1
3956,decode,10,1
3957,drive_greedily,10,1
3958,h_or_str,10,1
3959,NTA,10,1
3960,NTB,10,1
3961,free_engines,10,1
3962,S_alive,10,1
3963,qmax,10,2
3964,arrayQueries,10,1
3965,caseNb,10,1
3966,nbEngines,10,1
3967,arrayAd,10,1
3968,arrayAa,10,1
3969,arrayBd,10,1
3970,arrayBa,10,1
3971,arrayAflag,10,1
3972,arrayBflag,10,1
3973,sortArray,10,1
3974,s_index,10,1
3975,curS,10,1
3976,sx1,10,1
3977,sy1,10,1
3978,retA,10,1
3979,retB,10,1
3980,ar1,10,2
3981,timeStringToMinutes,10,1
3982,TrainsAtA,10,1
3983,TrainsAtB,10,1
3984,possible_engines,10,1
3985,filltrain,10,1
3986,_Q,10,1
3987,numata,10,1
3988,numatb,10,1
3989,rtn,10,1
3990,convTime,10,1
3991,overlap_area,10,1
3992,right_height,10,1
3993,nstep,10,1
3994,inr,10,2
3995,time2minute,10,1
3996,nbox,10,1
3997,__imul__,10,1
3998,ratio1,10,1
3999,ratio2,10,1
4000,Geometry,10,1
4001,_connect_point2,10,1
4002,_connect_line2,10,1
4003,_connect_circle,10,1
4004,_connect_point2_line2,10,1
4005,_connect_point3_line3,10,1
4006,Line3,10,1
4007,upleft,10,1
4008,ux,10,1
4009,uy,10,1
4010,a_needed,10,2
4011,b_needed,10,2
4012,startIdx,10,1
4013,strNumEntries,10,1
4014,code,10,1
4015,starttrain,10,1
4016,mS,10,1
4017,fIntegral,10,1
4018,f3,10,1
4019,f4,10,1
4020,bci,10,1
4021,dci,10,1
4022,nTrsInA,10,1
4023,trsFrL,10,1
4024,nsw,10,1
4025,n_ab,10,2
4026,index_in_list,10,2
4027,addTurnaround,10,1
4028,testList,10,1
4029,docka,10,1
4030,dockb,10,1
4031,starta,10,1
4032,startb,10,1
4033,string2Minute,10,1
4034,current_schedule,10,1
4035,train_available,10,1
4036,engfit,10,1
4037,gambiarraa,10,1
4038,gambiarrab,10,1
4039,prev_q,10,1
4040,out_count,10,1
4041,n_B,10,1
4042,thisQuery,10,1
4043,hash_queries,10,1
4044,sent,10,1
4045,arra,10,1
4046,arrb,10,1
4047,readdata,10,1
4048,all_trains,10,1
4049,from_station,10,1
4050,tries,10,1
4051,tablea,10,1
4052,tableb,10,1
4053,A_dep,10,1
4054,B_dep,10,1
4055,cur_level,10,1
4056,result_d,10,1
4057,x_right_corners_l,10,1
4058,get_area_courbure,10,1
4059,y_b,10,1
4060,frac,10,1
4061,my_action_c,10,1
4062,timetoint,10,2
4063,qno,10,2
4064,possibles,10,1
4065,nCase,10,2
4066,is_B,10,1
4067,inb,10,1
4068,convert_time_to_minutes_elapsed,10,1
4069,net_trains,10,1
4070,num_a_trips,10,1
4071,qidx,10,1
4072,str2min,10,1
4073,arc_a,10,1
4074,used_queries,10,1
4075,file_write,10,2
4076,CTrain,10,1
4077,GetDateTime,10,1
4078,A_Dep,10,1
4079,A_Arr,10,1
4080,B_Dep,10,1
4081,B_Arr,10,1
4082,exc,10,1
4083,parser_cases,10,1
4084,one_arg_per_line,10,1
4085,searchEngineNames,10,1
4086,avKey,10,1
4087,temp_search_engines,10,1
4088,timevalue,10,1
4089,CONSUMED,10,1
4090,de_nada,10,1
4091,inFileName,10,1
4092,s_list,10,1
4093,UsedSet,10,1
4094,nos,10,2
4095,printOut,10,1
4096,nChange,10,1
4097,getstr,10,1
4098,increment,10,1
4099,flags,10,1
4100,need_a,10,2
4101,need_b,10,2
4102,engineNameList,10,1
4103,querySet,10,1
4104,iTime,10,1
4105,idxLeave,10,1
4106,completeDepList,10,1
4107,queuea,10,1
4108,queueb,10,1
4109,a_need,10,1
4110,b_need,10,1
4111,xlower,10,1
4112,Sfan,10,1
4113,Spoly,10,1
4114,p_tr,10,1
4115,p_br,10,1
4116,p_tl,10,1
4117,is_A,10,1
4118,use,10,2
4119,is_free,10,1
4120,trainsMidway,10,1
4121,listAB,10,1
4122,listBA,10,1
4123,num_of_switches,10,1
4124,convert_to_minutes,10,1
4125,free_area,10,1
4126,max_trains,10,1
4127,bcut,10,1
4128,TYP_ARR,10,1
4129,needed_in,10,1
4130,max_needed_in,10,1
4131,ltca,10,1
4132,ltcb,10,1
4133,SEnames,10,1
4134,occured,10,1
4135,GetMinute,10,1
4136,COUNT_SE,10,1
4137,findindex,10,1
4138,expand,10,2
4139,ucs,10,1
4140,query_engines,10,1
4141,hours_mins_to_mins,10,1
4142,MAXS,10,1
4143,MAXQ,10,1
4144,inside_circle,10,1
4145,arrives_at_b,10,1
4146,arrives_at_a,10,1
4147,eng_num,10,1
4148,enginelist,10,1
4149,numquery,10,1
4150,stringToMinutes,10,1
4151,aEnd,10,2
4152,bEnd,10,2
4153,hour2min,10,1
4154,sName,10,1
4155,circleIntersect,10,1
4156,sqD,10,1
4157,timeEncode,10,1
4158,larr,10,1
4159,rarr,10,1
4160,forbiddenengines,10,1
4161,Aarrivals,10,1
4162,Barrivals,10,1
4163,parseTimetable,10,2
4164,currentset,10,1
4165,ntestcases,10,1
4166,area_stripe,10,1
4167,btime,10,1
4168,tabA,10,1
4169,tabB,10,1
4170,trainListB,10,1
4171,AToGo,10,1
4172,BToGo,10,1
4173,departTime,10,2
4174,engine2Queries,10,1
4175,Conv2Mins,10,1
4176,SegDiffs,10,1
4177,gridInc,10,1
4178,inTL,10,1
4179,inBR,10,1
4180,no_of_engines,10,2
4181,currentTrains,10,1
4182,ordfreqs,10,1
4183,minfreq,10,2
4184,b_y,10,1
4185,min_a_d,10,1
4186,min_b_d,10,1
4187,naList,10,1
4188,nbList,10,1
4189,curr_vals,10,1
4190,extreme,10,1
4191,engines_raw,10,1
